population_slot,disposition,status_url,published_at,source_author_handle,relationship,recovered_from,posted_urls,mentions,hashtags,mission_signals,mission_signal_evidence,classification_input_digest,access_time_replies,access_time_reposts,access_time_likes,access_time_bookmarks,access_time_views,note
RECOVERED-0211,recovered-public-interface,https://x.com/NYCArtC/status/984855305719877633,2018-04-13T18:06:17.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @popdemoc | @Organize20,#org20,,,efffbd2e4165f0e7c789ef89125eb476b57356cb8d6f577ca09d54e198ab69f4,0,2,6,0,0,Shared-account human authorship is not assigned.
RECOVERED-0212,recovered-public-interface,https://x.com/NYCArtC/status/996492216985145344,2018-05-15T20:47:13.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/WEnqKa2m9C -> https://eventbrite.com/e/new-york-music-month-2018-innovation-at-the-intersection-of-music-nightlife-conference-tickets-45551910992,@NYCArtC | @MadeinNY | @FrankieFatGold | @DISCWOMANNYC | @ArielPalitz,,,,3285e2ed0056fa8d7de5ba3c6e9b68c6b5620fe05dd6dee767f5840dd08d8cff,1,2,6,0,0,Shared-account human authorship is not assigned.
RECOVERED-0213,recovered-public-interface,https://x.com/NYCArtC/status/1041782354086436865,2018-09-17T20:14:03.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/nLbtNxpqNJ -> http://savespaces.nyc,@NYCArtC | @usb_nyc | @MarkGjonajNY,#BodegaOwners | #StreetVendors | #EndCommercialVacancy,,,74530d0055954d06dfe5b418df0c2b863b8c95bc5487beed16c3d21f240da72a,1,3,8,0,0,Shared-account human authorship is not assigned.
RECOVERED-0214,recovered-public-interface,https://x.com/NYCArtC/status/1047257118326157313,2018-10-02T22:48:48.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @MadeinNY | @ArielPalitz | @_murmrr,#NightlifeListeningTour,nightlife-governance,nightlife-governance:source-post-body:Office of Nightlife,4feadaa245e342d2d851c1e62dcbac9bb8eed7756749268cdfbcec1df81c293b,0,2,4,0,0,Shared-account human authorship is not assigned.
RECOVERED-0215,recovered-public-interface,https://x.com/NYCArtC/status/1047258040926425088,2018-10-02T22:52:28.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @RLEspinal,#NightlifeListeningTour | #SaveNYCSpaces,save-nyc-spaces | nightlife-governance,save-nyc-spaces:source-post-body:#SaveNYCSpaces || nightlife-governance:source-post-body:#NightlifeListeningTour,ef421b3d05bb75fcd7408745a8f26ecda0a6b3c4268b9f37a6463567b2b0f583,0,5,7,0,0,Shared-account human authorship is not assigned.
RECOVERED-0216,recovered-public-interface,https://x.com/NYCArtC/status/1047261822737428485,2018-10-02T23:07:30.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @MadeinNY | @StephenLevin33 | @RLEspinal,#TalksNotRaids | #NightlifeListeningTour,talks-not-raids | nightlife-governance,talks-not-raids:source-post-body:#TalksNotRaids || nightlife-governance:source-post-body:#NightlifeListeningTour,43c875cc401435f0499e7961fa786dc52af8e3dba9d0037d3b0309971db71d67,0,1,6,0,0,Shared-account human authorship is not assigned.
RECOVERED-0217,recovered-public-interface,https://x.com/NYCArtC/status/1047264127562010625,2018-10-02T23:16:39.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @textbrain | @TheSilentBarn | @SBJSA | @MadeinNY | @ydanis | @MarkGjonajNY | @RLEspinal,#NightlifeListeningTour | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces | nightlife-governance,fair-rent-nyc:source-post-body:commercial rent || save-nyc-spaces:source-post-body:#SaveNYCSpaces || nightlife-governance:source-post-body:#NightlifeListeningTour,f53e168830de66b45eca823735085d39b44fb00e084fef5a673f986d87eaf5cd,0,2,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0218,recovered-public-interface,https://x.com/NYCArtC/status/1047270391138455552,2018-10-02T23:41:33.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @friendsloversbk | @MadeinNY | @ArielPalitz | @StephenLevin33 | @RLEspinal,#NightlifeListeningTour | #AbolishMARCH | #TalksNotRaids,talks-not-raids | nightlife-governance,talks-not-raids:source-post-body:M.A.R.C.H. || nightlife-governance:source-post-body:#NightlifeListeningTour,e3cdf2855a43b0f53d9c995bf99ed2fe0f6e4410d194f9faecf5298da667089b,0,4,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0219,recovered-public-interface,https://x.com/NYCArtC/status/1047281138069397504,2018-10-03T00:24:15.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @odetobabel | @MadeinNY | @ArielPalitz,#NightlifeListeningTour,nightlife-governance,nightlife-governance:source-post-body:#NightlifeListeningTour,2a7f7ff19fd4e2df68bc56838c7c12fbc442f5e7afb9a6e8db19088d82479a7c,1,1,6,0,0,Shared-account human authorship is not assigned.
RECOVERED-0220,recovered-public-interface,https://x.com/NYCArtC/status/1047282968161660933,2018-10-03T00:31:31.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @indietheaternyc | @MadeinNY | @ydanis | @ArielPalitz | @RLEspinal,#SBJSA | #SaveNYCSpaces | #NightlifeListeningTour,fair-rent-nyc | save-nyc-spaces | nightlife-governance,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces || nightlife-governance:source-post-body:Office of Nightlife,88ea4449558d7853271cb93690fd07836fd232301cc3d304ccb6183ba663627b,1,1,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0221,recovered-public-interface,https://x.com/NYCArtC/status/1047283157995835393,2018-10-03T00:32:17.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @ArielPalitz | @MadeinNY | @FDNY | @NYC_SBS | @NYCWater | @NY_SLA | @NYCDOB | @NYCPlanning | @nyc311,#NightlifeListeningTour,nightlife-governance,nightlife-governance:source-post-body:#NightlifeListeningTour,1476389b88326447d3e5918e09d2af25d79c093fa3860ebe7041bea0d6f3a002,0,1,5,0,0,Shared-account human authorship is not assigned.
RECOVERED-0222,recovered-public-interface,https://x.com/NYCArtC/status/1047283860881494016,2018-10-03T00:35:04.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC,,nightlife-governance,nightlife-governance:source-post-body:Office of Nightlife,e4f1c3dcd9287082e3aedbb2a341cfe43b5f369052ba7c97ddbce8679f06d7ca,0,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0223,recovered-public-interface,https://x.com/NYCArtC/status/1047286286795636736,2018-10-03T00:44:43.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @MadeinNY | @ArielPalitz | @StephenLevin33 | @JumaaneWilliams,#NightlifeListeningTour | #TalksNotRaids,talks-not-raids | nightlife-governance,talks-not-raids:source-post-body:#TalksNotRaids || nightlife-governance:source-post-body:#NightlifeListeningTour,ced98fa19091121051d842976971dfddc69bc7f22991cadbb6c0caa87d0a4a02,0,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0224,recovered-public-interface,https://x.com/NYCArtC/status/1047302807764787200,2018-10-03T01:50:21.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC,,,,0c65562eba8b49d500983df4a1a5c14ef69a6a0112209ef69e68bc8a6999bfbf,1,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0225,recovered-public-interface,https://x.com/NYCArtC/status/1049837604995325952,2018-10-10T01:42:44.000Z,@NYCArtC,coalition-account-reply,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @SaferPartying | @Mirikmilan,,,,1bddbeb25d0042e599ff05cab05c984418bc965d1f36e35f451d0f8f1de474b2,0,2,4,0,0,Shared-account human authorship is not assigned.
RECOVERED-0226,recovered-public-interface,https://x.com/NYCArtC/status/1052345960070897664,2018-10-16T23:50:03.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/31T9sRda0P -> https://facebook.com/events/1916200875140739/%E2%80%A6,@NYCArtC,#PassSBJSA,fair-rent-nyc,fair-rent-nyc:source-post-body:#PassSBJSA,abfbc6b81cb46ef04b05943a85941ab363d9c6e8cae39aa56ed64241688a8ea9,0,1,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0227,recovered-public-interface,https://x.com/NYCArtC/status/1052663554686500865,2018-10-17T20:52:03.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/mkVi1LyCxA -> http://talksnotraids.com,@NYCArtC | @NYCCouncil | @StephenLevin33 | @RLEspinal | @KeithPowersNYC,#TalksNotRaids,talks-not-raids,talks-not-raids:source-post-body:#TalksNotRaids,a0196d3f945bc73ff6a51462b5a51266b815f97833e78bb10d5283761a358f1d,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0228,recovered-public-interface,https://x.com/NYCArtC/status/1052663825449795585,2018-10-17T20:53:08.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/mkVi1LyCxA -> http://talksnotraids.com,@NYCArtC | @friendsloversbk | @KeithPowersNYC | @CarlinaRivera | @RoryLancman | @StephenLevin33,#TalksNotRaids,talks-not-raids,talks-not-raids:source-post-body:#TalksNotRaids,d76e7e1ab3c67657d4210861f20c73c29afc3b09a0f6cdb363645f4bc7da550c,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0229,recovered-public-interface,https://x.com/NYCArtC/status/1052666127812321280,2018-10-17T21:02:17.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/mkVi1LyCxA -> http://talksnotraids.com,@NYCArtC | @StephenLevin33 | @KeithPowersNYC | @CarlinaRivera,#TalksNotRaids,talks-not-raids,talks-not-raids:source-post-body:MARCH raids,1d3018d965e60670e4f177e77f1a8ff2fdaaadbf892277e7289424d11d7addb9,0,2,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0230,recovered-public-interface,https://x.com/NYCArtC/status/1052672671169822722,2018-10-17T21:28:17.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/mkVi1LyCxA -> http://talksnotraids.com,@NYCArtC | @KeithPowersNYC | @RoryLancman | @StephenLevin33,#TalksNotRaids,talks-not-raids,talks-not-raids:source-post-body:#TalksNotRaids,006e2f960b8a3bb951683cf9b5e7a28753f4e70cc1db88ef21a1aca40208f781,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0231,recovered-public-interface,https://x.com/NYCArtC/status/1053070380276088833,2018-10-18T23:48:38.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @ydanis | @SaveNYCNow,#SaveNYCSpaces | #PassSBJSA,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,29bc56f54dfd3c61b2751c653862f9343f41c6e8127275e8c9fcda9299510355,0,12,20,0,0,Shared-account human authorship is not assigned.
RECOVERED-0232,recovered-public-interface,https://x.com/NYCArtC/status/1054428266952646656,2018-10-22T17:44:23.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @CarlinaRivera,#SBJSA | #SaveNYCSpaces | #PassSBJSA,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,047c2b86177745c7566578f11eb797816d2075d8713c3a9cdc417a7839965530,0,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0233,recovered-public-interface,https://x.com/NYCArtC/status/1054428513615441922,2018-10-22T17:45:22.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @StephenLevin33,#SBJSA | #SaveNYCSpaces | #PassSBJSA,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,e009177882c8e72899062e02e9c054cb31154cc51a0591b36d31ef464b6d1a72,0,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0234,recovered-public-interface,https://x.com/NYCArtC/status/1054429024158654465,2018-10-22T17:47:24.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @ydanis,#SBJSA | #SaveNYCSpaces | #PassSBJSA,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,832a220cf90c99c8d358055b6792a8b6c83870229aab7b922bf2ee9637cc599f,0,1,5,0,0,Shared-account human authorship is not assigned.
RECOVERED-0235,recovered-public-interface,https://x.com/NYCArtC/status/1054429941700485120,2018-10-22T17:51:03.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @RLEspinal,#SBJSA | #SaveNYCSpaces | #PassSBJSA,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,ef6a5a3c679fb8ddc428b9fbf17a5d47f5a5e156d772601a6a34939c82dd9e2e,0,3,5,0,0,Shared-account human authorship is not assigned.
RECOVERED-0236,recovered-public-interface,https://x.com/NYCArtC/status/1054431261375250433,2018-10-22T17:56:17.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @NYC_SBS,#SBJSA,fair-rent-nyc,fair-rent-nyc:source-post-body:#SBJSA,ca40244bb13387336ca0377f3a2c81f3c12a0913444397eba4cb228b006b5393,0,1,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0237,recovered-public-interface,https://x.com/NYCArtC/status/1054431671142006784,2018-10-22T17:57:55.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @NYC_SBS,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,7d6f9f37ec6becec33466dc2f5b2c262fcfc648d87e6dfcc54e39e00c9211741,0,1,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0238,recovered-public-interface,https://x.com/NYCArtC/status/1054432613073670144,2018-10-22T18:01:40.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @NYCCouncil | @NYC_SBS,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,764c9705638d67a706d10c4f6422abbffae64a75e66b4a288c09f38bc41f0b26,0,1,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0239,recovered-public-interface,https://x.com/NYCArtC/status/1054433900771057665,2018-10-22T18:06:47.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @NYCCouncil | @NYC_SBS,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,fb4c8aecf1d85d9a37130d2978188dbd852dbd9f8fe191c1ef21badb9ce2c8e9,0,2,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0240,recovered-public-interface,https://x.com/NYCArtC/status/1054434692794146816,2018-10-22T18:09:55.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @CM_MargaretChin,#SBJSA | #SaveNYCSpaces | #PassSBJSA,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,41b98cb55623a615daa323f1de93f431948ae9c291d7fcd55351fe64ffb57a53,0,2,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0241,recovered-public-interface,https://x.com/NYCArtC/status/1054436440636116992,2018-10-22T18:16:52.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @NYCCouncil | @MarkGjonajNY | @NYC_SBS | @usb_nyc,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,9bb09dd730e461c951d421352c9be634e7874b8af3879da04ff6488b040ffed7,0,1,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0242,recovered-public-interface,https://x.com/NYCArtC/status/1054438108731768832,2018-10-22T18:23:30.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @NYCCouncil | @ydanis,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,3bb4f45d467e8dfcc1d968e23ff9157b988e01a936f90628085254194e4166de,0,3,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0243,recovered-public-interface,https://x.com/NYCArtC/status/1054440270966722563,2018-10-22T18:32:05.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @NYCCouncil,#PassSBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,7f779a65ca4d574e6e5baf4d9e3f31036ff77ca3a0ce7d302d55b0310946ea47,0,1,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0244,recovered-public-interface,https://x.com/NYCArtC/status/1054442748013699072,2018-10-22T18:41:56.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @NYCCouncil | @BenKallos,#PassSBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,e17aa39c8deefdd1e322be20206a35bc961f574c44c6cd79a4a0b835b0863942,0,2,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0245,recovered-public-interface,https://x.com/NYCArtC/status/1054444711476367365,2018-10-22T18:49:44.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @NYCCouncil | @NYC_SBS | @CM_MargaretChin,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,5859219a7eef8e7f2bd25509a6e1c7e94215e27fdccea2de45e41158be5ee8f8,0,5,7,0,0,Shared-account human authorship is not assigned.
RECOVERED-0246,recovered-public-interface,https://x.com/NYCArtC/status/1054445704461066240,2018-10-22T18:53:41.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @JimmyVanBramer,#SBJSA | #SaveNYCSpaces | #PassSBJSA,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,bc3fa525988fba5192ba0702c2b00cecad7a7094b5bbb3ddfb88998f54bd9e0e,1,2,4,0,0,Shared-account human authorship is not assigned.
RECOVERED-0247,recovered-public-interface,https://x.com/NYCArtC/status/1054471457819033600,2018-10-22T20:36:01.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @BenKallos,#SBJSA | #SaveNYCSpaces | #PassSBJSA,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,307626b6fe213db5916925b3fbf01d70db6576478525d07a1396002922f06430,0,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0248,recovered-public-interface,https://x.com/NYCArtC/status/1054472460228329473,2018-10-22T20:40:00.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @NYCCouncil | @JessLappin,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,afd52504d22e8540aa778af29e1e5d67630737d3b51b6aaa4ece978308d22a56,0,0,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0249,recovered-public-interface,https://x.com/NYCArtC/status/1054472954023763973,2018-10-22T20:41:58.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @NYCCouncil,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,4e071950022b3ac0fa98f364276e329e3e0fc2d24231c79544a0b91c6e5b526c,0,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0250,recovered-public-interface,https://x.com/NYCArtC/status/1054485622449147915,2018-10-22T21:32:18.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC | @NYCCouncil,#PassSBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,8598607d8012a6ef173ef64cd912c4fac27452ad94894a5a5fe04802eb154d5a,0,0,5,0,0,Shared-account human authorship is not assigned.
RECOVERED-0251,recovered-public-interface,https://x.com/NYCArtC/status/1054513712265154560,2018-10-22T23:23:55.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,,@NYCArtC,#SBJSA | #SaveNYCSpaces | #PassSBJSA,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,46e2b22ae992abd665fd39efdd54a880ff408ad6e8a1638c7bb41c76c918af8f,0,1,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0252,recovered-public-interface,https://x.com/NYCArtC/status/1054520975973330945,2018-10-22T23:52:47.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @NYCCouncil | @ArtistStudioAP,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,0a7e2e0b8466acfcd5e43d2aa64866291bf68172d2d5322e434decdb7629c781,0,1,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0253,recovered-public-interface,https://x.com/NYCArtC/status/1054531091510517761,2018-10-23T00:32:59.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC | @NYCCouncil | @Babycastles | @sfpc,#PassSBJSA | #SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,47a1816e4ba7b3abaca12e15e82fc79a09ad22899134513581a302b61b015b53,1,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0254,recovered-public-interface,https://x.com/NYCArtC/status/1054531671284944896,2018-10-23T00:35:17.000Z,@NYCArtC,coalition-account-reply,search-authored-2018-01-01-2019-01-01,,@NYCArtC,#PassSBJSA,fair-rent-nyc,fair-rent-nyc:source-post-body:#PassSBJSA,f903dad759aa6280364426f76e2d64dae441cf83b0eb75462d1bfea4a33131b2,3,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0255,recovered-public-interface,https://x.com/NYCArtC/status/1054531902286323713,2018-10-23T00:36:12.000Z,@NYCArtC,coalition-account-reply,search-authored-2018-01-01-2019-01-01,https://t.co/aZZMvMoCdi -> http://passsbjsa.com,@NYCArtC,#SBJSA | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces,fair-rent-nyc:source-post-body:#SBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces,b5d159656a5e92bf451b08a8e8e96730d4cdd7f19b93393d18ea38f8e96970c7,0,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0256,recovered-public-interface,https://x.com/NYCArtC/status/1057639579312807937,2018-10-31T14:25:00.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/IQ8567GBDE -> https://facebook.com/events/468698540318956/%E2%80%A6,@NYCArtC | @StephenLevin33 | @RLEspinal | @djtara | @delamora_rules | @MikeWashLaw | @friendsloversbk,,talks-not-raids,talks-not-raids:source-post-body:MARCH raids,3e9b183f5987c79a4794d952d41ebf5da5fa1f064034d9ce83f55336aaa75447,0,1,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0257,recovered-public-interface,https://x.com/NYCArtC/status/1057685632657514497,2018-10-31T17:28:00.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/IQ8567GBDE -> https://facebook.com/events/468698540318956/%E2%80%A6,@NYCArtC | @friendsloversbk,#TalksNotRaids | #PassSBJSA | #FairRentNYC | #SaveNYCSpaces,fair-rent-nyc | save-nyc-spaces | talks-not-raids,fair-rent-nyc:source-post-body:#PassSBJSA || save-nyc-spaces:source-post-body:#SaveNYCSpaces || talks-not-raids:source-post-body:MARCH Raids,52288cbef0b0d5058cb35c849047e13a27cbaaf1f22761be1edeaecd3999b7da,0,1,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0258,recovered-public-interface,https://x.com/NYCArtC/status/1058054319285641216,2018-11-01T17:53:02.000Z,@NYCArtC,coalition-account-original,search-authored-2018-01-01-2019-01-01,https://t.co/IQ8567p0M6 -> https://facebook.com/events/468698540318956/%E2%80%A6,@NYCArtC | @friendsloversbk | @StephenLevin33 | @RLEspinal | @delamora_rules | @djtara | @odetobabel | @GVSHP | @MikeWashLaw,#SaveNYCSpaces,save-nyc-spaces | talks-not-raids,save-nyc-spaces:source-post-body:#SaveNYCSpaces || talks-not-raids:source-post-body:M.A.R.C.H.,56592780945c795a7b7074d9aeba6c656dd645dbf5932c716b5eb59b4ae878e6,0,0,3,0,0,Shared-account human authorship is not assigned.
