population_slot,disposition,status_url,published_at,source_author_handle,relationship,recovered_from,posted_urls,mentions,hashtags,mission_signals,mission_signal_evidence,classification_input_digest,access_time_replies,access_time_reposts,access_time_likes,access_time_bookmarks,access_time_views,note
RECOVERED-0001,recovered-public-interface,https://x.com/NYCArtC/status/827608346882514944,2017-02-03T20:03:00.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/k1WsVr60qB -> http://nycartc.com/dcla-meeting,@NYCArtC,#NYCArtC,,,f90ce44e09a1c39febb8786d8f8f8a4f9ccda8acd83034ead026f08e90b734b2,0,0,0,0,0,Shared-account human authorship is not assigned.
RECOVERED-0002,recovered-public-interface,https://x.com/NYCArtC/status/829121826743783425,2017-02-08T00:17:02.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC,#LoftLawDeadline | #MARCHprogram | #FireGuard,,,72daf9b1f1df0397011a7552fb43c8b639d3d3950bc489b9ada31393a87e95f0,0,2,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0003,recovered-public-interface,https://x.com/NYCArtC/status/837713305380716544,2017-03-03T17:16:30.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @NYCulture,#communityDriven | #CreateNYC,,,66ed88eadd00097642758a9f99b45fe47263bb5fc5a605c6eedc771e5a0a390b,1,1,0,0,0,Shared-account human authorship is not assigned.
RECOVERED-0004,recovered-public-interface,https://x.com/NYCArtC/status/837713889647284224,2017-03-03T17:18:49.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @NYCulture,#communityDriven | #CreateNYC,,,23f258b7a9e810fb0236b00bd977bdc2bdc2e932862053ae1cf91c1bfaa4c257,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0005,recovered-public-interface,https://x.com/NYCArtC/status/837715502772301824,2017-03-03T17:25:14.000Z,@NYCArtC,coalition-account-reply,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @NYCulture,#CreateNYC,,,46b662bd608308d3571f30ec0242c4edad6abf1c2871067ed2910dca43dd8fe3,1,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0006,recovered-public-interface,https://x.com/NYCArtC/status/837716166227472390,2017-03-03T17:27:52.000Z,@NYCArtC,coalition-account-reply,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @NYCulture,#CreateNYC,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,1c8c8f7a543746009adaad02151ccc096526939b7fb6b89e0cf47b4abb7e4701,1,2,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0007,recovered-public-interface,https://x.com/NYCArtC/status/837716549662306304,2017-03-03T17:29:24.000Z,@NYCArtC,coalition-account-reply,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @NYCulture,#CreateNYC,talks-not-raids,talks-not-raids:source-post-body:Multi-Agency Response,b9177567b83f79eb9d8b64ba34057b512707346d584eaefbe9ac3f0854899185,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0008,recovered-public-interface,https://x.com/NYCArtC/status/837717414146109440,2017-03-03T17:32:50.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC,#communityDriven | #CreateNYC,,,70247a68d0a35a1d053a2896c5573d31fde80c34771d5bc3fee489bdaef5997b,2,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0009,recovered-public-interface,https://x.com/NYCArtC/status/837719480658714627,2017-03-03T17:41:02.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @LoftLaw | @nyclt,#createnyc,,,1e25207a66704ef06f91e1ece3cfa28a28c7322c9ebdd39689d7fd64a79aab9f,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0010,recovered-public-interface,https://x.com/NYCArtC/status/837720021992357888,2017-03-03T17:43:11.000Z,@NYCArtC,coalition-account-reply,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @NYCulture,#CreateNYC,,,e5c223ae5dd9155825b6638a6f6c9d50343f991816ba8bccda061cce5b3be47a,1,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0011,recovered-public-interface,https://x.com/NYCArtC/status/838870928444567553,2017-03-06T21:56:29.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/IxV5dTnuma -> http://nycartc.com/speakout,@NYCArtC | @NYCulture,#CommunityDriven | #CreateNYC,,,f8b8b0bb2916f2b492659e9e91127d5c7696701dd2db87d9d612fbc3d75baab0,0,2,6,0,0,Shared-account human authorship is not assigned.
RECOVERED-0012,recovered-public-interface,https://x.com/NYCArtC/status/844011116686725120,2017-03-21T02:21:45.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/0O0dArxPOd -> https://facebook.com/events/1907948219437421/%E2%80%A6,@NYCArtC | @markethotelnyc | @NYCulture,#WeSupportSpaces | #CreateNYC,,,7db4233de70ae2f5f82ab4f8076aac0c4683396879a9c9267ae6bbc8d90df419,0,5,5,0,0,Shared-account human authorship is not assigned.
RECOVERED-0013,recovered-public-interface,https://x.com/NYCArtC/status/844196595612704771,2017-03-21T14:38:47.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/eEaRC3IDNK -> https://facebook.com/events/1458467920850569/%E2%80%A6,@NYCArtC | @cueart | @aocbloc,#createNYC,,,9443084e1b097bebed7f03e11be766e6208244b94a1bbab3cbc322806b45f2aa,0,2,4,0,0,Shared-account human authorship is not assigned.
RECOVERED-0014,recovered-public-interface,https://x.com/NYCArtC/status/847855360614563842,2017-03-31T16:57:25.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @NYCulture | @danceliberation | @commendnyc | @RLEspinal | @CMReynoso34,#CommunityDriven | #createNYC,,,de1746731f26eee9d91b9f0438257ff4b8495c5f9965ddb94f271107262a0288,0,6,13,0,0,Shared-account human authorship is not assigned.
RECOVERED-0015,recovered-public-interface,https://x.com/NYCArtC/status/847899581245468672,2017-03-31T19:53:08.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/rOmVT0Y4Kv -> https://surveymonkey.com/r/VWVGXKW,@NYCArtC | @NYCulture,#CreateNYC,,,dc7d4360300d609046ac390ed94cdc6edad4965d1e0303803be26fe3823976d2,0,3,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0016,recovered-public-interface,https://x.com/NYCArtC/status/847929146198155264,2017-03-31T21:50:36.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/X9TqJhoODk -> http://gothamist.com/2017/03/31/market_hotel_cabaret_law.php%E2%80%A6,@NYCArtC | @Gothamist | @danceliberation | @RLEspinal,,,,e46b767cd8573e22db2e36758e692343c8d1081c163fc8e6d2d8d08f5d241e05,0,1,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0017,recovered-public-interface,https://x.com/NYCArtC/status/854715197575098368,2017-04-19T15:15:57.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/QjNH0VVWZq -> http://wnyc.org/story/news-analysis-chris-hayes-bureaucratic-dance-end-nyc-cabaret-law-one-familys-struggle-over-genetic-testing%E2%80%A6,@NYCArtC | @WNYC,#LetNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:#LetNYCDance,091e822053d15e5740ccfd2d46403e538a7a3dafe5dde44243fa105148d6121b,0,3,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0018,recovered-public-interface,https://x.com/NYCArtC/status/854820084883361794,2017-04-19T22:12:44.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/rDQ3vpA6wF -> https://facebook.com/events/212427345900529/%E2%80%A6,@NYCArtC | @NYCCouncil | @RLEspinal | @danceliberation,#LetNYCDance | #DanceParadeNYC,let-nyc-dance,let-nyc-dance:source-post-body:#LetNYCDance,1faaca5985c465e3a2624f780ee2db9bdb55fab6eed89aae301b6ab1eef085cd,0,3,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0019,recovered-public-interface,https://x.com/NYCArtC/status/855561497359114240,2017-04-21T23:18:51.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/Y6J7FQEMay -> http://nyclofttenants.org,@NYCArtC | @nyclt,#expandtheloftlaw,,,8ddf6b87c0dac624fd9f670e33313c19a2bcf82a47123bb3a6c2f8720378e3f9,0,0,0,0,0,Shared-account human authorship is not assigned.
RECOVERED-0020,recovered-public-interface,https://x.com/NYCArtC/status/855567117831348224,2017-04-21T23:41:11.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/Y6J7FQEMay -> http://nyclofttenants.org,@NYCArtC | @nyclt,#expandtheloftlaw,,,e24ea151ee195b015b3125cad69d21fb7825fda731f6449e6a407581f35d0d14,0,0,0,0,0,Shared-account human authorship is not assigned.
RECOVERED-0021,recovered-public-interface,https://x.com/NYCArtC/status/855570425757171712,2017-04-21T23:54:19.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @nyclt,#expandtheloftlaw,,,a32906ca4a615d4167454bcfa3d620bad89216a2b0e3140232a1be21e1e0c1ac,0,0,0,0,0,Shared-account human authorship is not assigned.
RECOVERED-0022,recovered-public-interface,https://x.com/NYCArtC/status/855800854548541441,2017-04-22T15:09:58.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/rDQ3vpA6wF -> https://facebook.com/events/212427345900529/%E2%80%A6,@NYCArtC | @mrmuchmores,#LetNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,3a139305f3aaa5e297b06bbb849756f350e8d5bc3946933c60ec28b8ec691642,0,1,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0023,recovered-public-interface,https://x.com/NYCArtC/status/856156452670623749,2017-04-23T14:42:59.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC,,,,8e62fb9d1b2958727a72a7d4f2087bc49deaab8b509e749e8e0d7ec9d7398903,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0024,recovered-public-interface,https://x.com/NYCArtC/status/856174324574601217,2017-04-23T15:54:00.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/rDQ3vpiv85 -> https://facebook.com/events/212427345900529/%E2%80%A6,@NYCArtC | @mrmuchmores | @DanceParadeNYC | @danceliberation,#letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,2f64bdfdd5108bb19765a7bc69a02355f2a5d97f48232f56104f00bc0cb70fdd,0,2,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0025,recovered-public-interface,https://x.com/NYCArtC/status/856220381228802058,2017-04-23T18:57:01.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/rDQ3vpA6wF -> https://facebook.com/events/212427345900529/%E2%80%A6,@NYCArtC,#letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,9933add6624bc88682443ced41214947c080f8af40417b266ca94964c912f297,0,1,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0026,recovered-public-interface,https://x.com/NYCArtC/status/856281783070998528,2017-04-23T23:01:00.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/rDQ3vpiv85 -> https://facebook.com/events/212427345900529/%E2%80%A6,@NYCArtC | @mrmuchmores | @DanceParadeNYC | @danceliberation,#letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:#letnycdance,2b463f81f375d903b239ee8789b9e42286f64d70a3dd1794247a819b227d0695,0,4,4,0,0,Shared-account human authorship is not assigned.
RECOVERED-0027,recovered-public-interface,https://x.com/NYCArtC/status/856888238568603649,2017-04-25T15:10:50.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/lGUq7pMfo3 -> https://patch.com/new-york/williamsburg/map-where-it-legal-dance-brooklyn-almost-nowhere%E2%80%A6,@NYCArtC | @K_Culliton | @danceliberation | @RLEspinal,#letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:#letnycdance,47fadfe2e53d2fd7e50408799153a69f83232c08a5ee1d8b2971fb0b3d8abb69,0,3,4,0,0,Shared-account human authorship is not assigned.
RECOVERED-0028,recovered-public-interface,https://x.com/NYCArtC/status/856922153819701250,2017-04-25T17:25:36.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/rDQ3vpA6wF -> https://facebook.com/events/212427345900529/%E2%80%A6,@NYCArtC | @mrmuchmores | @danceliberation | @DanceParadeNYC | @RLEspinal,#letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:#letnycdance,96bdf2215299da02c0dce10a24c75d1e08ef7a197d84ad25b212c3673732f298,0,1,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0029,recovered-public-interface,https://x.com/NYCArtC/status/862905610135900164,2017-05-12T05:41:44.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @boilerroomtv | @danceliberation | @houseofyesnyc | @RLEspinal,#legalizedance | #letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,e9669d4d58541f9f373ee9ae0c408db793253aabfbda409f8857d4dd6f74643c,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0030,recovered-public-interface,https://x.com/NYCArtC/status/862906401148063744,2017-05-12T05:44:52.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @boilerroomtv | @danceliberation | @houseofyesnyc | @RLEspinal,#legalizedance | #letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,8b9765bf9614e538e65f7475974ea2ea7625eea53505ec0dde89f427affbf43a,0,0,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0031,recovered-public-interface,https://x.com/NYCArtC/status/865277708770660353,2017-05-18T18:47:36.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @LEIMAYatCAVE | @nyclt,,,,302e789464f077c9cf59739e94e1644227fc5cc8c0a31e66ed089d80d471b4bb,0,0,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0032,recovered-public-interface,https://x.com/NYCArtC/status/865711190214881280,2017-05-19T23:30:06.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/9kVxC0NpHg -> https://facebook.com/events/1677962702508970/%E2%80%A6,@NYCArtC | @DanceParadeNYC,#legalizedance,,,be7a07846491b26f2cae8847e81111ef2c1e0f98485d23fdeb49ec1eb080e749,0,1,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0033,recovered-public-interface,https://x.com/NYCArtC/status/865764768182714368,2017-05-20T03:03:00.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/5ZsGbGTamc -> https://youtube.com/watch,@NYCArtC | @DanceParadeNYC,#LetNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:#LetNYCDance,e339025adbe5fa0fd746d13629557c90ea14b4a1edd88b4b197499ffd15758e8,0,1,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0034,recovered-public-interface,https://x.com/NYCArtC/status/865903935927853056,2017-05-20T12:16:00.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/9kVxC0NpHg -> https://facebook.com/events/1677962702508970/%E2%80%A6,@NYCArtC | @DanceParadeNYC,#legalizeDance | #letNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,c4753053139684be2bf239d4cacb819e96643f0d85a1c153a291d086c871532f,0,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0035,recovered-public-interface,https://x.com/NYCArtC/status/868603961204502528,2017-05-27T23:04:56.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/NLR9GUszdm -> urgent: VOTE to Protect DIY Spaces in NYC (VOTING GUIDE) - NYC Artist Coalition,@NYCArtC,#letNYCdance | #ImproveDontEvict | #CreateNYC,let-nyc-dance,let-nyc-dance:source-post-body:#letNYCdance,e14c72039d62c468b0e122050d52ae47ca72bd9e9d18d8cbb5bb4612fceb6e57,0,9,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0036,recovered-public-interface,https://x.com/NYCArtC/status/874308197493985280,2017-06-12T16:51:32.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/dnvOm0cFfc -> https://facebook.com/events/472114119789400/%E2%80%A6,@NYCArtC,#letnycdance | #legalizedance,let-nyc-dance,let-nyc-dance:source-post-body:CABARET LAW,616f0c1930e72767abc1c773958af97061d1abe5fb096d1916664e2e2fd14bee,0,9,4,0,0,Shared-account human authorship is not assigned.
RECOVERED-0037,recovered-public-interface,https://x.com/NYCArtC/status/875134509901074432,2017-06-14T23:35:01.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @SarahMaslinNir | @MuseumofCityNY,#footloose | #letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:#letnycdance,7c14acfe955760bfb8950367f65a2fff93bfca46cfaf5470e1caf6af55e4a02f,0,0,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0038,recovered-public-interface,https://x.com/NYCArtC/status/875157277224955906,2017-06-15T01:05:29.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @SarahMaslinNir | @MuseumofCityNY,#mcnylive,,,85d352aec71ac64bc78ca12d7d90bc59b9469ab3a1fd6d1693919d66e403bd9c,0,1,3,1,0,Shared-account human authorship is not assigned.
RECOVERED-0039,recovered-public-interface,https://x.com/NYCArtC/status/876084258279968768,2017-06-17T14:28:58.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/L0iIwADJeb -> http://nypost.com/2017/06/16/new-legislation-could-repeal-nycs-dancing-ban/%E2%80%A6,@NYCArtC | @RLEspinal | @danceliberation,#letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:#letnycdance,0d5d2dc2caa7f0851f8cb90e248ed4a2eedc1022d7b5b1f8ec84f7d54f1ffe57,0,4,3,0,0,Shared-account human authorship is not assigned.
RECOVERED-0040,recovered-public-interface,https://x.com/NYCArtC/status/876245606209138691,2017-06-18T01:10:07.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/dnvOm0cFfc -> https://facebook.com/events/472114119789400/%E2%80%A6,@NYCArtC,#letnycdance | #legalizedance,let-nyc-dance,let-nyc-dance:source-post-body:CABARET LAW,0150207d74f641c5ac444d42c05485c8bff56540ed835b93dd492906d73ae961,0,0,0,0,0,Shared-account human authorship is not assigned.
RECOVERED-0041,recovered-public-interface,https://x.com/NYCArtC/status/876248193192927235,2017-06-18T01:20:23.000Z,@NYCArtC,coalition-account-reply,search-authored-2017-01-01-2018-01-01,https://t.co/dnvOm0cFfc -> https://facebook.com/events/472114119789400/%E2%80%A6,@NYCArtC | @dozespecialz,#letnycdance | #legalizedance,let-nyc-dance,let-nyc-dance:source-post-body:CABARET LAW,fef0bf706b39a023b94de2ed21562a700ab64a2a2419aa413680ae782c7cd923,0,2,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0042,recovered-public-interface,https://x.com/NYCArtC/status/876451398002630656,2017-06-18T14:47:51.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @RLEspinal,#CommunityDriven,,,47feae98290fc40fae4f43064fdbd22f14b842bd9d370506a334450e7bd7a3b0,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0043,recovered-public-interface,https://x.com/NYCArtC/status/876665022608531457,2017-06-19T04:56:43.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/dnvOm0cFfc -> https://facebook.com/events/472114119789400/%E2%80%A6,@NYCArtC,#LetNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:#LetNYCDance,432aa5c2fd18e2e8fe3d557dd81274a2a156198df467645c6f0cea7660f0559c,0,7,9,0,0,Shared-account human authorship is not assigned.
RECOVERED-0044,recovered-public-interface,https://x.com/NYCArtC/status/876855167794196481,2017-06-19T17:32:17.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/9tV7KqmTlg -> http://council.nyc.gov/live,@NYCArtC | @danceliberation | @DanceParadeNYC | @mrmuchmores | @FrankieFatGold | @BabysAllRight,#letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:CABARET LAW,a76ba964a2e4535033799f6d17f8e8a61e681d22201a515fbaab8aebd3fdef15,0,6,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0045,recovered-public-interface,https://x.com/NYCArtC/status/876878313314242560,2017-06-19T19:04:16.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,,@NYCArtC | @RLEspinal | @NYCMayorsOffice,,,,9b486cf79bb3d9b1f76a6f3a5aaae0504e4839554e7615a0a4460aea0bed9cf9,0,0,0,0,0,Shared-account human authorship is not assigned.
RECOVERED-0046,recovered-public-interface,https://x.com/NYCArtC/status/876917055802548224,2017-06-19T21:38:13.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/9tV7KqmTlg -> http://council.nyc.gov/live,@NYCArtC | @danceliberation | @RLEspinal,#letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,c1d93e3cd8f97e4dec57581933e5372f87d6fcecdc21803df793678de1581a75,0,3,7,0,0,Shared-account human authorship is not assigned.
RECOVERED-0047,recovered-public-interface,https://x.com/NYCArtC/status/877573989291499521,2017-06-21T17:08:38.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/vxR1nWKhs7 -> http://legistar.council.nyc.gov/LegislationDetail.aspx,@NYCArtC | @RLEspinal,#LegalizeDance,let-nyc-dance,let-nyc-dance:source-post-body:CABARET LAW,906d76842d6904ea2fa1825c0c9baedf94e20df81a57247759f1d68a48bb1fd5,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0048,recovered-public-interface,https://x.com/NYCArtC/status/881962806496591872,2017-07-03T19:48:13.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/jxZCk91ekJ -> http://newyorker.com/magazine/2017/07/10/dance-outlaws-fight-for-the-right-to-party%E2%80%A6,@NYCArtC | @newyorker | @embot | @RLEspinal | @danceliberation | @mrmuchmores,#letnycdance,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,14701bda6c821cba497d6e980d1aa204f94228b6d391fd3b0d1a1ff8b66990d9,0,1,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0049,recovered-public-interface,https://x.com/NYCArtC/status/887295496217399297,2017-07-18T12:58:26.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/jxZCk91ekJ -> http://newyorker.com/magazine/2017/07/10/dance-outlaws-fight-for-the-right-to-party%E2%80%A6,@NYCArtC | @NYCCouncil,#LetNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:#LetNYCDance,9b4082602d6ff0b8966be92744d8d55c9d7fcf4282f4376d2414ee10b6cc8c81,0,1,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0050,recovered-public-interface,https://x.com/NYCArtC/status/887709170694336515,2017-07-19T16:22:13.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/WZLAGuPcNt -> http://createnyc.org/wp-content/uploads/2017/07/CreateNYC_Report_FIN.pdf%E2%80%A6,@NYCArtC | @NYCulture | @NYCMayorsOffice,#CreateNYC,,,18ea697158923fca510e41c992464f013b765f7d1d066fef89cfc0ce20b5d125,0,4,9,0,0,Shared-account human authorship is not assigned.
RECOVERED-0051,recovered-public-interface,https://x.com/NYCArtC/status/889591377352425472,2017-07-24T21:01:26.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/kOZKeZ0KID -> https://facebook.com/events/107158013279474/%E2%80%A6,@NYCArtC | @Shoestringpress,#letNYCDance | #CreateNYC,let-nyc-dance,let-nyc-dance:source-post-body:#letNYCDance,0cf79ad59d0a543eefcae2e106bf0907de48ff83a23f0bb61153cfca69028473,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0052,recovered-public-interface,https://x.com/NYCArtC/status/893499222158225408,2017-08-04T15:49:49.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/qP5nb8zPn0 -> http://nycartc.com/nightmayor-cmt,@NYCArtC | @NYCCouncil | @RLEspinal,,,,81ff7dc952526aa15f927a039f8b4560536edebd5eafcdfefbd3787dd7eba728,0,0,2,0,0,Shared-account human authorship is not assigned.
RECOVERED-0053,recovered-public-interface,https://x.com/NYCArtC/status/894951842848718849,2017-08-08T16:02:01.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/hWEO5Tbts2 -> http://letnycdance.com,@NYCArtC | @NYCCouncil,#LetNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:#LetNYCDance,02eee4806fe76b095ccd6dc78b0544d16e9f30a7887f29c8afb1423a6a2ecbf9,0,1,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0054,recovered-public-interface,https://x.com/NYCArtC/status/894955616501993472,2017-08-08T16:17:01.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/hWEO5Tt4QC -> http://letnycdance.com,@NYCArtC | @NYCCouncil,#LetNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:Cabaret Law,331e92e503618ccfba2979e8ca6a21207198cb44923b3b46973a0b81cf6ded96,0,4,6,0,0,Shared-account human authorship is not assigned.
RECOVERED-0055,recovered-public-interface,https://x.com/NYCArtC/status/894961344629411841,2017-08-08T16:39:46.000Z,@NYCArtC,coalition-account-reply,search-authored-2017-01-01-2018-01-01,https://t.co/hWEO5Tt4QC -> http://letnycdance.com,@NYCArtC | @Cultural_Plan | @NYCCouncil,,,,3e28277f2bdb227e725cb3e4696c728a32492d4b1585e78bba2ef7db6379f7a3,0,1,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0056,recovered-public-interface,https://x.com/NYCArtC/status/894967193883914241,2017-08-08T17:03:01.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/hWEO5Tbts2 -> http://letnycdance.com,@NYCArtC | @CMReynoso34 | @JulissaFerreras,#LetNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:#LetNYCDance,4761a2d022651ab3b40512e437d1f2c8564c4d59b5a234fdc8f8fc4615dc5fa0,0,0,1,0,0,Shared-account human authorship is not assigned.
RECOVERED-0057,recovered-public-interface,https://x.com/NYCArtC/status/894971219262357505,2017-08-08T17:19:01.000Z,@NYCArtC,coalition-account-original,search-authored-2017-01-01-2018-01-01,https://t.co/hWEO5Tbts2 -> http://letnycdance.com,@NYCArtC | @StephenLevin33 | @ydanis | @JimmyVanBramer,#LetNYCDance,let-nyc-dance,let-nyc-dance:source-post-body:#LetNYCDance,674bb53cf153117249cd7a6c0425db2125b3ebef5f6ba899637b58ee8dcb829d,0,1,1,0,0,Shared-account human authorship is not assigned.
